Zip,First city,First county,First Region,Avg Monthly Wholesales in period,Avg Monthly Retail Sales in Period 2,Population,Per Capita Retail Sales,Total Sales,MedianAge,HouseHolder15to24,HouseHolder25to34,HouseHolder35to44,HouseHolder45to54,HouseHolder55to59,HouseHolder60to64,HouseHolder65to74,HouseHolder75to84,Households,HouseHolder85over,Households2Person,Households3Person,Households4Person,Households5Person,Households6Person,Households7PlusPerson,HouseholdsWith60Plus,HouseholdsWith75Plus,HusbandWifeHouseholds,MedianAgeFemale,MedianAgeMale,NonFamilyHouseholds,PopulationAmerindian,PopulationFemale,PopulationMale,PopulationRaceAsian,PopulationRaceBlack,PopulationRaceLatino,PopulationRaceMulti,PopulationRaceOther,PopulationRacePacific,PopulationRaceWhite,SingleFatherHousehold,SingleMotherHousehold,Total Units,Total Wholesale Price,PPs,Retailers
98801,Wenatchee,Chelan,Southeast Region,$111907,$171427.26,40977,$2.73,$6685663,36.8,800,2285,2485,3093,1587,1292,1842,1390,15654,514,8738,3005,1909,1129,481,388,5836,2504,7674,38.3,35.4,5388,0.007760451,20779,20198,0.010103229,0.002904068,0.27412939,0.017009542,0.001391024,0.001464236,0.68523806,879,1713,575880,$4364366,214,5
98802,East Wenatchee,Douglas,Southeast Region,$66194,$115128.68,28719,$2.30,$4605147,37.3,379,1600,1843,2158,1051,936,1352,998,10565,292,5555,2101,1528,819,350,211,3856,1423,6049,38.4,36.1,2783,0.007277412,14606,14113,0.008252376,0.002089209,0.231623664,0.017305616,0.001427626,0.001636547,0.730387548,525,1208,335238,$2647751,85,2
98812,Brewster,Okanogan,Northeast Region,$6218,$10541.07,4899,$1.27,$263527,31.2,79,234,283,318,138,128,206,108,1532,36,680,257,249,185,87,73,536,175,874,32.4,30.5,373,0.042457644,2376,2523,0.002245356,0.00183711,0.563380282,0.007144315,0.000408247,0.001632986,0.38089406,98,187,17320,$155441,34,1
98813,Bridgeport,Douglas,Northeast Region,,,3176,,,27.5,59,170,193,170,95,63,108,58,934,16,365,161,138,132,70,68,288,91,556,28.1,27.1,213,0.006612091,1528,1648,0.004722922,0.001889169,0.70686398,0.011649874,0.001574307,0.000314861,0.266372796,60,105,,,,1
98814,Carlton,"",Northeast Region,$13183,$21416.71,466,$28.29,$149917,55.9,1,13,19,46,35,44,42,28,222,4,164,38,15,1,4,0,124,29,136,55.3,56.5,65,0.004291845,241,225,0.006437768,0,0.027896996,0.010729614,0,0,0.950643777,12,9,13289,$92281,27,1
98815,Cashmere,Chelan,Southeast Region,$31019,$53080.68,7233,$4.29,$1857824,39.3,93,332,428,615,249,229,343,214,2639,74,1394,531,364,206,87,56,990,392,1529,40.7,37.8,759,0.003871146,3627,3606,0.00608323,0.001382552,0.253974838,0.013410756,0.000967787,0.00027651,0.720033181,119,232,149975,$1085648,78,1
98821,Dryden,"",Southeast Region,$2622,$4124.08,519,$5.05,$115474,37.1,10,23,40,49,24,18,22,14,199,2,115,32,28,7,12,5,58,14,106,35.8,37.8,68,0.007707129,251,268,0,0,0.437379576,0.007707129,0,0,0.547206166,14,11,9295,$73420,18,2
98823,Ephrata,Grant,Southeast Region,$53933,$82541.47,11055,$4.88,$3136576,35.6,192,595,681,808,398,325,475,348,4000,106,2166,735,542,306,162,87,1414,569,2201,36.8,34.5,1170,0.008412483,5486,5569,0.010221619,0.00624152,0.176028946,0.017729534,0.000452284,0.000995025,0.779918589,182,447,280683,$2049458,153,2
98837,Moses Lake,Grant,Southeast Region,$125343,$188764.13,39722,$3.16,$7173037,33.1,850,2337,2601,2831,1315,1153,1613,1112,14135,278,7185,2801,1962,1204,580,402,4612,1622,7324,34,32.1,4154,0.008408439,19798,19924,0.012587483,0.013745531,0.265998691,0.021700821,0.001233573,0.000881124,0.675444338,857,1800,596206,$4763041,168,4
98840,Okanogan,Okanogan,Northeast Region,$13689,$25220.20,4851,$2.82,$1008808,40.6,79,240,291,384,202,199,287,166,1901,34,1109,406,220,95,44,27,762,255,905,41.7,39.7,636,0.065347351,2387,2464,0.003298289,0.00267986,0.153370439,0.026798598,0.000824572,0.001443001,0.746237889,130,230,67529,$547573,65,2
98841,Omak,Okanogan,Northeast Region,$52780,$94865.21,9197,$5.74,$2845956,39.4,159,458,529,678,389,346,547,362,3618,96,2095,673,438,244,86,82,1532,563,1641,40.7,38.2,1204,0.196694574,4719,4478,0.006958791,0.004349244,0.120582799,0.030118517,0.000761118,0.000326193,0.640208764,265,508,306799,$1583390,127,2
98847,Peshastin,"",Southeast Region,$13731,$22399.65,1920,$7.15,$201597,41.6,31,88,103,173,96,76,102,64,744,16,429,134,93,47,25,16,280,84,404,41,42.4,232,0.003645833,944,976,0.003125,0.002083333,0.228125,0.016666667,0,0.002604167,0.74375,44,64,20642,$123577,31,1
98848,George,Grant,Southeast Region,$22014,$34505.48,11518,$1.91,$1104175,29.4,189,635,700,708,291,277,375,276,3537,90,1535,593,536,429,232,208,1144,429,2082,30,28.9,746,0.004254211,5567,5951,0.005730161,0.001215489,0.619204723,0.008421601,0.000781386,0.000173641,0.360218788,279,430,90629,$704462,102,4
98851,Soap Lake,Grant,Northeast Region,,,4014,,,47,73,147,210,324,181,205,319,230,1726,46,1147,278,149,84,26,42,838,291,825,48.3,46.2,676,0.012456403,1992,2022,0.004235177,0.00772297,0.101395117,0.020179372,0.000498256,0.000249128,0.853263577,69,156,,,,1
98862,Winthrop,"",Northeast Region,$11724,$19224.76,2218,$5.29,$768990,52.1,23,81,143,214,167,154,188,52,1074,18,779,176,81,33,2,3,473,111,592,51.7,52.6,394,0.009017133,1095,1123,0.006762849,0.00135257,0.024797115,0.012173129,0.000450857,0,0.945446348,24,64,58059,$468974,34,1
98901,Yakima,Yakima,Southeast Region,$175334,$281486.43,30169,$5.81,$5066756,31.8,534,1635,1898,1994,926,763,1150,674,9735,154,4561,1903,1414,920,473,455,3075,998,4545,32.1,31.5,2944,0.018064901,14438,15731,0.006264709,0.018396367,0.499121615,0.016473864,0.001690477,0.000497199,0.439490868,716,1530,599704,$3156005,218,5
98902,Yakima,Yakima,Southeast Region,$31834,$45691.05,46322,$0.69,$502602,31.4,1141,3194,2963,3110,1477,1263,1665,948,16839,436,8716,3298,2188,1377,707,546,5428,2221,6623,32.6,30.3,6168,0.013859505,23917,22405,0.009908899,0.012888045,0.438474159,0.023228703,0.001360045,0.000561288,0.499719356,1133,2915,60447,$350170,38,2
98903,Union Gap,Yakima,Southeast Region,$217295,$396104.20,14517,$14.97,$15844168,39.2,171,722,828,1113,502,548,785,566,5353,146,2857,1069,737,370,164,156,2185,767,2831,40.2,38.2,1540,0.018047806,7213,7304,0.011572639,0.003788662,0.272783633,0.021560929,0.000826617,0.000619963,0.670799752,333,649,1574048,$8691797,161,4
98908,Yakima,Yakima,Southeast Region,$40393,$67454.15,35240,$1.15,$539633,41.2,501,1876,2133,2772,1447,1404,1948,1412,14064,406,8221,2703,1783,817,336,202,5734,2194,7860,42.5,39.9,4214,0.008711691,18219,17021,0.021197503,0.007661748,0.161748014,0.019211124,0.00099319,0.000794552,0.779682179,609,1381,52382,$323146,46,1
98922,Cle Elum,Kittitas,Southeast Region,$45812,$69766.42,5468,$8.38,$976730,49.1,58,189,354,552,272,292,444,204,2425,52,1601,436,245,89,35,19,1088,307,1309,49.2,49,821,0.011887345,2614,2854,0.008961229,0.00329188,0.030541331,0.022128749,0.001280176,0.000182882,0.921726408,114,181,101424,$641367,95,3
98926,Ellensburg,Kittitas,Southeast Region,$135313,$228395.78,30239,$4.47,$8907435,26.8,2608,1877,1490,1835,987,872,1166,624,11887,216,6430,2698,1772,650,225,108,3322,1152,4983,28,26,5681,0.00816826,14990,15249,0.023512682,0.009987103,0.082641622,0.024769338,0.001091306,0.001785773,0.848043917,392,831,908484,$5277220,216,4
98941,Roslyn,Kittitas,Southeast Region,$15413,$24596.28,919,$16.77,$344348,43.8,10,67,78,107,49,37,55,26,451,8,296,105,27,19,1,3,148,49,179,44.9,42.7,221,0.009793254,436,483,0.005440696,0.004352557,0.026115343,0.022850925,0,0,0.931447225,13,38,29695,$215776,67,1
98944,Sunnyside,Yakima,Southeast Region,$102,$298.18,22014,$0.00,$298,26.6,396,1269,1258,1144,465,395,613,386,6124,130,2216,976,1037,916,453,524,1854,712,3294,27.7,25.6,1233,0.004815118,10845,11169,0.005496502,0.001953302,0.766784773,0.006087036,0.001544472,0.000408831,0.212909966,515,1082,33,$102,3,1
99001,Airway Heights,Spokane,Northeast Region,$57998,$76366.10,6151,$9.43,$1450956,34.5,114,377,290,305,163,110,124,72,1561,20,798,379,236,98,36,14,359,95,680,32.1,35.2,517,0.035441392,1990,4161,0.03414079,0.070557633,0.082588197,0.036904568,0.001950902,0.008941636,0.729474882,106,258,149056,$1101963,127,2
99004,Cheney,Spokane,Northeast Region,$61688,$92796.89,18376,$3.36,$1113563,25.5,1659,1012,903,1135,548,521,702,376,6933,80,3673,1618,1050,381,131,74,1829,533,3050,25.8,25.3,2984,0.011047018,9300,9076,0.026774053,0.023508925,0.068676535,0.03373966,0.001142795,0.002503265,0.832607749,270,629,127379,$740262,88,1
99019,Liberty Lake,Spokane,Northeast Region,,,9502,,,38,104,521,778,809,362,337,426,214,3640,48,1982,677,602,235,84,53,1141,333,2177,38.6,37.1,1066,0.00420964,4888,4614,0.028941276,0.005577773,0.029888445,0.022942538,0.001368133,0.001683856,0.905388339,118,279,,,,1
99025,Newman Lake,"",Northeast Region,,,5232,,,42,12,140,361,587,269,191,197,72,1834,18,911,377,309,141,54,42,557,110,1278,42.6,41.5,323,0.010512232,2561,2671,0.008218654,0.003249235,0.033448012,0.022362385,0.002102446,0.000573394,0.919533639,83,150,,,,1
99027,Otis Orchards,"",Northeast Region,$141036,$205742.17,6101,$23.12,$2880390,45.1,34,238,347,585,299,291,373,208,2405,30,1367,511,295,134,60,38,986,287,1420,45.5,44.7,670,0.011801344,3053,3048,0.011145714,0.001802983,0.035404032,0.02147189,0.00131126,0,0.917062777,110,205,251166,$1974505,94,1
99032,Sprague,Lincoln,Southeast Region,$14615,$21092.60,691,$21.15,$253111,48.1,8,30,30,71,32,34,52,24,298,10,195,56,21,14,6,6,140,44,158,48.3,47.8,101,0.013024602,332,359,0.010130246,0.001447178,0.02894356,0.020260492,0,0,0.926193922,13,26,25673,$175385,29,2
99109,Chewelah,Stevens,Southern Olympics,$20893,$32769.26,5109,$4.09,$655385,47.3,52,223,267,407,243,231,397,202,2144,60,1391,352,210,109,56,26,1012,359,1151,48.4,45.8,699,0.012722646,2613,2496,0.004110393,0.002544529,0.0207477,0.028968487,0.0011743980000000001,0.000391466,0.92934038,84,210,68183,$417863,42,1
99110,Clayton,"",Northeast Region,$27771,$44864.57,1667,$16.66,$1749718,35.2,20,95,90,114,50,53,93,48,567,4,279,109,86,43,26,24,221,64,341,36.4,34.8,141,0.014397121,824,843,0.00419916,0.0029994,0.022195561,0.029994001,0,0.00239952,0.923815237,38,47,127958,$1083059,74,1
99114,Colville,Stevens,Northeast Region,$42084,$67909.90,12018,$3.50,$2376846,46.8,141,451,673,1093,629,600,810,474,5010,118,3223,841,520,250,98,77,2194,697,2664,47.4,46,1678,0.016475287,6231,5787,0.005824596,0.001331336,0.026543518,0.026044267,0.001747379,0.00166417,0.920369446,212,456,217675,$1472944,66,4
99122,Davenport,Lincoln,Northeast Region,,,3773,,,45.5,39,165,190,322,167,175,255,176,1524,34,1008,221,156,64,35,40,679,232,874,46.4,44.8,454,0.014047177,1894,1879,0.00238537,0.002120329,0.024118738,0.018287835,0.000795123,0.000265041,0.937980387,61,135,,,,2
99133,Grand Coulee,Grant,Northeast Region,$8419,$20742.56,1493,$5.64,$477079,50,22,83,72,141,96,82,122,68,719,14,521,105,55,23,8,7,325,112,313,51.4,48.7,312,0.105827194,752,741,0.007367716,0.008037508,0.066979236,0.032150033,0,0,0.779638312,33,61,48328,$193627,43,1
99139,Ione,"",Northeast Region,$11008,$17063.79,1301,$8.46,$221829,48.7,9,49,69,116,77,66,104,50,561,6,363,99,56,30,8,5,267,83,312,48.8,48.7,182,0.013066872,649,652,0.002305919,0,0.04765565,0.01614143,0.001537279,0,0.919292852,25,42,17817,$143106,31,1
99141,Kettle Falls,Stevens,Northeast Region,$29403,$45482.50,5240,$5.61,$1182545,48.8,65,180,297,470,301,277,406,246,2285,56,1500,401,217,103,48,16,1039,320,1234,49,48.6,764,0.020419847,2585,2655,0.007251908,0.001526718,0.022519084,0.032633588,0.001717557,0.001526718,0.91240458,106,181,113075,$764487,74,2
99156,Newport,Pend Oreille,Northeast Region,,,8114,,,47.3,114,294,434,698,435,413,606,292,3409,50,2193,593,335,170,60,56,1549,470,1740,47.7,46.7,1167,0.017377372,4037,4077,0.006285433,0.004683263,0.03167365,0.024525511,0.001232438,0.001602169,0.912620163,161,341,,,,1
99163,Pullman,Whitman,Southeast Region,$225084,$361767.25,31404,$7.17,$13385388,22.5,4421,2672,1260,1210,541,460,520,330,11679,150,6065,3056,1610,659,186,87,1714,650,3557,22.4,22.5,7314,0.005859126,15296,16108,0.106642466,0.021685136,0.053114253,0.037542988,0.001146351,0.002706662,0.771303019,255,553,1227262,$8328110,236,9
99169,Ritzville,Adams,Southeast Region,$41257,$64784.54,2459,$16.78,$1036553,47.6,38,104,131,224,106,119,183,122,1068,26,736,144,108,45,20,15,485,183,558,49.4,45.3,388,0.008540057,1226,1233,0.004066694,0.000813339,0.050833672,0.012606751,0,0,0.923139488,45,77,95907,$660115,111,2
99180,Usk,"",Northeast Region,,,939,,,49.5,5,24,40,85,59,56,78,38,392,6,258,69,21,31,6,7,193,52,215,48.8,51.1,121,0.09371672,466,473,0.005324814,0.003194888,0.018104366,0.024494143,0,0.001064963,0.854100106,20,36,,,,1
99181,Valley,,,,,1901,,,45.1,16,75,94,164,82,102,150,54,751,16,462,127,71,43,28,20,344,82,418,45.3,44.9,234,0.018411362,917,984,0.002630195,0.005260389,0.021041557,0.038926881,0.001578117,0.003156234,0.908995266,34,65,,,,1
99201,Spokane,Spokane,Northeast Region,$157249,$213608.34,13342,$11.79,$4272167,36.5,753,1379,1016,1315,655,554,623,196,6804,56,4867,1215,384,198,73,67,1795,547,1151,35.8,37,4686,0.039124569,6248,7094,0.016489282,0.038749813,0.06026083,0.04796882,0.002173587,0.003222905,0.792010193,271,696,491941,$3144985,159,2
99202,Spokane,Spokane,Northeast Region,$189953,$323583.85,21580,$8.80,$12619770,27.9,795,1460,1222,1355,638,571,649,270,7426,136,4193,1551,878,419,193,178,2150,811,2179,27.9,28.1,3648,0.017284523,10884,10696,0.039990732,0.042632067,0.058063021,0.050695088,0.00115848,0.005931418,0.784244671,456,1143,1102385,$7408173,209,6
99205,Spokane,Spokane,Northeast Region,$58365,$86633.77,42137,$1.39,$1386140,35.2,924,3578,3015,3430,1722,1354,1690,1256,17637,464,10109,3897,2186,914,357,168,5396,2125,7053,36.9,33.7,6978,0.016232765,21682,20455,0.01393075,0.014808838,0.047131974,0.036713577,0.001708712,0.002610532,0.866862852,1023,2583,149629,$933834,94,1
99206,Millwood,Spokane,Northeast Region,$869500,$1240353.03,34802,$24.98,$48373768,37.6,710,2201,2309,2936,1372,1267,1611,1000,13775,302,7695,2891,1860,820,328,180,4608,1551,6671,39.2,36.1,4618,0.010660307,17626,17176,0.013562439,0.010056893,0.045801965,0.025889317,0.001178093,0.003218206,0.88963278,764,1722,3520311,$33910508,295,5
99207,Otis Orchards,"",Northeast Region,$58762,$80187.00,30854,$1.90,$882057,30.9,1115,2604,2050,2336,1071,876,963,640,12181,230,6395,2805,1521,815,350,272,3333,1300,3919,31.8,30.1,5146,0.027808388,15596,15258,0.027289817,0.029039995,0.061483114,0.049296688,0.001069553,0.011635444,0.792377001,899,2217,102454,$646379,44,2
99208,Spokane,Spokane,Northeast Region,$538759,$755160.98,49193,$10.95,$27185795,38.5,1201,2823,3199,3681,2035,1745,2384,1732,19481,414,11121,3782,2712,1162,470,230,6984,2627,10316,39.7,37,6339,0.011627671,25523,23670,0.023397638,0.012501779,0.046998557,0.027951131,0.001138373,0.006545647,0.869839205,792,2034,2692465,$19395307,341,5
99216,Spokane Valley,Spokane,Northeast Region,$211566,$312534.15,24362,$8.68,$10938695,35.4,824,1813,1596,1838,864,738,998,718,10144,284,5843,2171,1224,566,214,124,3409,1582,4266,37.1,33.7,4030,0.009605123,12644,11718,0.016049585,0.013012068,0.051268369,0.027132419,0.000861998,0.002093424,0.879977013,532,1316,834497,$7404796,106,1
99217,Spokane,Spokane,Northeast Region,$104868,$138066.85,17423,$6.02,$5246540,35.1,522,1229,1105,1418,669,547,752,472,6842,148,3731,1475,874,412,206,141,2109,694,3197,35.6,34.6,2423,0.015898525,8809,8614,0.040004592,0.016070711,0.048154738,0.037077426,0.000803536,0.003443724,0.838546749,385,837,555056,$3984966,158,3
99218,Spokane,Spokane,Northeast Region,$425831,$576413.95,15531,$27.42,$23056558,32.9,534,725,859,1047,473,475,592,490,5645,162,3271,1059,720,349,151,85,2136,1010,2687,35,30.6,2004,0.014744704,8289,7242,0.019444981,0.012104823,0.03992016,0.030583993,0.001287747,0.009915653,0.87199794,248,706,1812832,$17033235,272,4
99223,Spokane,Spokane,Northeast Region,$144615,$191043.83,29273,$4.94,$2292526,40.7,587,1679,1868,2453,1255,1213,1402,982,12276,430,7413,2299,1558,656,233,114,4709,1984,6351,42.6,38.7,4380,0.007139685,15188,14085,0.028353773,0.018310388,0.036962389,0.030061832,0.001024835,0.002083832,0.876063266,434,1111,256787,$1735377,104,1
99224,Airway Heights,Spokane,Northeast Region,$154977,$230725.48,18289,$8.47,$8075392,39.1,670,1206,1209,1577,826,728,862,530,7706,144,4575,1659,906,365,132,69,2431,723,3906,40,38.1,2913,0.016020559,9071,9218,0.020832194,0.014872328,0.038821149,0.031603696,0.001366942,0.002132429,0.874350703,280,607,731589,$5424201,163,2
99301,Pasco,Franklin,Southeast Region,$5316,$8829.44,68191,$0.08,$105953,28.1,1377,4878,4422,3812,1819,1362,1716,1084,20738,304,8219,3992,3570,2481,1288,1184,5159,1658,11892,28.4,27.8,4588,0.003900808,33592,34599,0.01784693,0.015588567,0.519716678,0.014371398,0.001202505,0.001055858,0.426317256,1405,2853,7585,$63786,9,4
99336,Kennewick,Benton,Southeast Region,,,48753,,,30.3,1644,3925,3160,3444,1570,1256,1659,1010,18372,356,9748,3810,2428,1252,627,502,5061,1906,7596,31,29.7,6846,0.006502164,24306,24447,0.023239596,0.018439891,0.302073719,0.022337087,0.001805017,0.00157939,0.624023137,1168,2762,,,,3
99337,Kennewick,Benton,Southeast Region,$366031,$577005.00,29845,$12.26,$9809085,37.8,253,1414,1842,2409,1202,1054,1276,800,10451,224,5215,2019,1675,891,394,255,3697,1189,6468,38.8,36.7,2367,0.008477132,14854,14991,0.014675825,0.007438432,0.160127325,0.019266209,0.001407271,0.001440777,0.78716703,582,1034,908050,$6222519,71,1
99350,Prosser,Benton,Southeast Region,$141488,$269545.99,12979,$10.90,$10781840,33.1,141,644,812,912,458,319,493,336,4240,74,2009,711,635,442,240,200,1412,536,2475,33.9,32.5,1037,0.00562447,6441,6538,0.011171893,0.002927806,0.419215656,0.012404654,0.001772093,0.000385238,0.546498189,256,472,803464,$5659522,197,3
99352,Richland,Benton,Southeast Region,,,26975,,,40,439,1564,1842,2356,1180,1079,1309,838,10958,218,6429,2091,1439,640,244,115,3839,1315,6051,40.6,39.4,3543,0.006672845,13780,13195,0.04300278,0.012011121,0.078146432,0.023466172,0.001186284,0.001223355,0.83429101,429,935,,,,3
99353,West Richland,Benton,Southeast Region,,,13306,,,36.7,117,702,1006,1190,561,409,470,264,4718,52,2282,972,848,388,144,83,1281,330,3115,37.4,36,1012,0.011047648,6577,6729,0.018638208,0.007515407,0.0683902,0.023823839,0.000601233,0.001503081,0.868480385,195,396,,,,1
99354,Richland,,,,,21343,,,38.7,451,1488,1312,1820,906,733,1065,798,8840,222,5318,1691,1044,476,194,117,3095,1168,4202,40.3,36.9,3203,0.007590311,10848,10495,0.051492293,0.01466523,0.076605913,0.021271611,0.001593028,0.000796514,0.825985101,399,1036,,,,1
99362,Walla Walla,Walla Walla,Southeast Region,$207399,$332544.21,41056,$5.05,$8646150,36.52935503,869,2083,2252,2912,1506,1387,1762,1414,15013,512,8804,2656,1824,990,436,290,5780,2432,7324,38.32647147,35.13228802,5412,0.00813523,19946,21110,0.013201481,0.020240647,0.200263055,0.021141855,0.001071707,0.003093336,0.732852689,673,1604,801601,$5392372,126,4
99403,Clarkston,Asotin,Southeast Region,$218697,$342749.41,19548,$11.19,$9939733,43.2,426,1094,1130,1590,862,774,1314,882,8392,178,5240,1634,888,396,149,85,3482,1324,3905,44.3,42,3087,0.012533251,10097,9451,0.005473706,0.003939022,0.030898302,0.020667076,0.000562717,0.001227747,0.924698179,366,1034,986766,$6342219,203,3
